BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,P_BAD1,P_BAD0,EM_PROBABILITY,EM_PROBABILITY
0,10377.27731,74681,95471,DebtCon,Other,6,0,0,187.6535104,4,19,40.45375316,0.155573542,0.844426458,0.844426458,0
0,16600,28694,44165,DebtCon,ProfExe,20,0,1,206.7176512,2,16,30.63902291,0.090285251,0.909714749,0.909714749,0
0,16600,,43880,DebtCon,Other,,,,351.725503,,15,31.53428892,0.106149958,0.893850042,0.893850042,0
0,14241.84836,69644,100411,DebtCon,Office,0,0,0,149.095227,4,19,29.72574682,0.077076116,0.922923884,0.922923884,0
0,16600,71096,104437,HomeImp,ProfExe,9,0,0,246.9596363,1,12,37.09953261,0.076872753,0.923127247,0.923127247,0
0,16700,62933,12693.21588,DebtCon,Other,2,0,0,185.3724624,0,31,35.25727149,0.051648179,0.948351821,0.948351821,0
0,16700,64862,107919,HomeImp,ProfExe,10,0,0,260.1585478,0,11,36.82433903,0.067643641,0.932356359,0.932356359,0
1,16700,62933,95498,DebtCon,Office,0,0,1,161.6609943,0,25,24.26256802,0.050026839,0.949973161,0.949973161,0
0,16700,,29387,DebtCon,Other,13,,,80.82059146,2,8,33.36449134,0.106149958,0.893850042,0.893850042,0
0,2456.712766,102687,137417,DebtCon,ProfExe,7,0,0,97.76351186,0,14,31.10800492,0.060804104,0.939195896,0.939195896,0
0,16700,86076,130341,DebtCon,ProfExe,12,0,0,295.9543396,0,18,28.44799241,0.028917282,0.971082718,0.971082718,0
0,16700,31135,60478,DebtCon,Other,14,0,0,105.1332711,0,18,39.1229968,0.11632281,0.88367719,0.88367719,0
0,16700,43794,61446,DebtCon,,6,0,0,96.45470591,1,9,28.45298086,0.106149958,0.893850042,0.893850042,0
0,16700,5007.475871,112463,HomeImp,Office,1,,3,134.9257138,1,23,37.03395439,0.106149958,0.893850042,0.893850042,0
0,16700,51310,76704,DebtCon,Other,0.058706839,,2,271.6519477,0,10,37.63005716,0.106149958,0.893850042,0.893850042,0
0,16700,11059,92706,HomeImp,Other,5.039336091,0,1,262.61034,0,23,29.88475774,0.089148713,0.910851287,0.910851287,0
0,10663.28519,59207,83146,DebtCon,Other,2,0,0,309.496388,3,15,43.48806641,0.139730158,0.860269842,0.860269842,0
1,16700,77083,103540,DebtCon,Other,17,0,0,170.8123729,,10,37.2264306,0.106149958,0.893850042,0.893850042,0
0,16700,67238,96535,HomeImp,Office,7,,,103.4726082,0,10,39.34965052,0.106149958,0.893850042,0.893850042,0
0,16700,,56374,DebtCon,Office,1,0,0,73.4289424,1,9,40.82912873,0.106149958,0.893850042,0.893850042,0
0,16700,29404,45209,DebtCon,ProfExe,18.74868874,0,1,195.5523296,2,16,31.05808436,0.095957557,0.904042443,0.904042443,0
0,16700,12830,56465,DebtCon,ProfExe,3,0,0,301.1485223,0,15,18.25148086,0.017423643,0.982576357,0.982576357,0
0,16700,53423,85685,HomeImp,ProfExe,5,0,0,109.4294283,0,12,28.16061131,0.055421027,0.944578973,0.944578973,0
0,16700,5106,93277,HomeImp,Other,13.05139958,0,0,269.9626887,0,23,29.87592807,0.051678226,0.948321774,0.948321774,0
0,16700,105556,136568,DebtCon,Other,0,0,0,273.7250728,0,47,40.04168465,0.05600786,0.94399214,0.94399214,0
0,16800,57329,83695,DebtCon,Other,3,0,0,294.9997016,2,16,40.62505269,0.105562976,0.894437024,0.894437024,0
0,9829.317111,76852,90429,DebtCon,Other,5.4679833,0,0,183.8430046,3,18,42.2970917,0.15611505,0.84388495,0.84388495,0
1,16800,44983,65000,DebtCon,Sales,4,2,1,77.03333333,6,43,,0.106149958,0.893850042,0.893850042,0
1,16800,27623,52626.45289,DebtCon,ProfExe,8,0,0,122.463272,0,12,55.96202222,0.286178736,0.713821264,0.713821264,0
0,16800,56979,90008,HomeImp,ProfExe,10,0,2,178.9299564,1,12,27.8164203,0.13501368,0.86498632,0.86498632,0
1,16800,69284,,DebtCon,Office,21,0,0,190.6933138,1,20,35.89402586,0.106149958,0.893850042,0.893850042,0
0,16800,50050,140222,DebtCon,Other,4,0,0,272.4998353,5,43,40.03337824,0.134376798,0.865623202,0.865623202,0
0,16800,3666.635658,41879,DebtCon,Mgr,10.66929069,1,0,106.3985698,0,17,26.69671626,0.072146275,0.927853725,0.927853725,0
0,16800,62557,95747,DebtCon,Other,0,0,0,188.189005,1,31,35.28584474,0.074371319,0.925628681,0.925628681,0
1,16800,16204,27781,HomeImp,Other,1,10,0,190.5770968,0,9,27.14688565,0.826730688,0.173269313,0.826730688,0
1,16800,113021,146222,,Mgr,5,3,2,123.8934197,2,65,62.55930782,0.106149958,0.893850042,0.893850042,0
0,16800,67049,89729,HomeImp,Other,,0,0,286.3751286,0,20,28.73912802,0.106149958,0.893850042,0.893850042,0
0,16800,81820,2556.569234,DebtCon,ProfExe,6,0,1,335.3003273,,41,36.21162681,0.106149958,0.893850042,0.893850042,0
1,16800,87300,155500,DebtCon,Other,3,0,0,1154.633333,0,0,,0.106149958,0.893850042,0.893850042,0
1,13168.42599,50445,4051.58097,DebtCon,Other,5,0,0,71.23076169,5,18,40.58291348,0.200292521,0.799707479,0.799707479,0
0,7969.512759,73280,103067,DebtCon,Other,1,0,0,140.362134,0,17,34.00229537,0.078833594,0.921166406,0.921166406,0
0,16800,102838,111319,DebtCon,Office,1,0,0,257.3285966,0,34,27.57659689,0.022400596,0.977599404,0.977599404,0
0,16800,46312,67166,HomeImp,Other,27,0,0,241.5083839,0,14,26.22071743,0.033809232,0.966190768,0.966190768,0
0,4595.573718,50135,93772,DebtCon,ProfExe,5,0,0,126.4894051,2,21,35.85635489,0.10298371,0.89701629,0.89701629,0
0,1527.264825,58193,82942,DebtCon,Other,1,0,0,320.0630097,3,16,42.84596286,0.133268099,0.866731902,0.866731902,0
0,16800,39352,60943,HomeImp,Other,25,0,0,237.7636233,0,13,25.43988824,0.033609896,0.966390104,0.966390104,0
0,16800,144756,183810,DebtCon,Mgr,11,0,0,243.5422549,0,20,26.73398284,0.024786081,0.975213919,0.975213919,0
0,16800,43203.86894,119053,DebtCon,Office,2,0,1,270.9986111,1,34,27.00923929,0.053923157,0.946076843,0.946076843,0
0,16800,115870,130809,DebtCon,,15,0,0,177.6322825,0,17,39.56720816,0.106149958,0.893850042,0.893850042,0
0,16900,131002,166859,DebtCon,Office,4,0,0,135.8564232,0,20,28.15188528,0.038224223,0.961775777,0.961775777,0
0,16900,,51549,DebtCon,Office,1,0,0,75.41374556,1,8,40.62819923,0.106149958,0.893850042,0.893850042,0
0,16900,30856,56961,HomeImp,Other,11,0,0,116.8177074,1,10,20.34458217,0.042313668,0.957686332,0.957686332,0
0,16900,71672,96677,DebtCon,Other,1,0,0,153.7916948,0,30,35.32783617,0.06964975,0.93035025,0.93035025,0
0,16900,47129,62342,DebtCon,Other,15,0,0,290.1489212,0,21,30.3185968,0.036422202,0.963577798,0.963577798,0
0,16900,31143,75125,HomeImp,Other,,1,0,237.1790454,0,49,42.13228057,0.106149958,0.893850042,0.893850042,0
1,16900,63800,85000,DebtCon,Other,1.724132932,0,6,127.8,2,33,,0.106149958,0.893850042,0.893850042,0
1,16900,73128,101683,DebtCon,Sales,26,0,0,254.1917975,0,45,38.51230869,0.101050834,0.898949166,0.898949166,0
0,16900,66812,13756.41206,HomeImp,Office,9,,,108.0055259,0,10,37.46901795,0.106149958,0.893850042,0.893850042,0
0,16900,68940,88264,DebtCon,Office,0,0,0,166.1062815,0,25,24.95531142,0.029160505,0.970839495,0.970839495,0
0,16900,67111,96985,HomeImp,ProfExe,21,0,0,233.7843986,1,23,37.32471132,0.066196563,0.933803437,0.933803437,0
0,16900,116357,209364,DebtCon,Other,4,0,0,221.1285548,0,16,27.9002639,0.045938791,0.954061209,0.954061209,0
0,13861.5198,53252,89720,DebtCon,Office,29,0,0,204.5879339,0,22,33.01615312,0.044008502,0.955991499,0.955991499,0
1,16900,88143,32824.38979,DebtCon,Other,19,0,0,282.0685178,0,16,24.96285137,0.019965063,0.980034937,0.980034937,0
0,8963.973895,43643,80639,DebtCon,Mgr,3,0,0,128.5818237,1,8,28.89595485,0.064451365,0.935548635,0.935548635,0
0,16900,61847,91671,DebtCon,ProfExe,9,0,0,202.0534356,0,20,21.34825451,0.022364872,0.977635128,0.977635128,0
0,16900,23440.00652,121450,,,,,,,,,33.74237455,0.106149958,0.893850042,0.893850042,0
0,16900,17988,42067.62488,DebtCon,Other,9,0,0,360.1469602,0,10,41.90205419,0.08520136,0.91479864,0.91479864,0
0,16900,102108,117650,DebtCon,Other,9,0,0,279.1125847,1,19,29.64517729,0.038885404,0.961114596,0.961114596,0
0,17000,73644,107086,DebtCon,ProfExe,0,0,0,280.4533436,2,20,37.77195785,0.075714979,0.924285022,0.924285022,0
0,17000,125257,98814.1765,DebtCon,Office,3,0,0,129.7577996,1,21,27.6372066,0.03558205,0.96441795,0.96441795,0
0,17000,10866,171952,HomeImp,Mgr,24,0,0,79.9919755,2,21,29.84695874,0.103260725,0.896739275,0.896739275,0
1,17000,,,HomeImp,,1,0,0,111.2350118,0,21,31.36287239,0.106149958,0.893850042,0.893850042,0
0,17000,70039,100993,HomeImp,ProfExe,7,0,0,261.911317,1,11,36.56433032,0.072703175,0.927296825,0.927296825,0
1,17000,21574.61223,75000,DebtCon,Mgr,5,1,0,177.5,6,35,,0.106149958,0.893850042,0.893850042,0
0,17000,51682,67688,HomeImp,Office,2,0,0,135.1919065,0,18,33.05063637,0.063761658,0.936238342,0.936238342,0
0,17000,83248,95886,DebtCon,ProfExe,8,0,2,349.4300794,,41,36.05994724,0.106149958,0.893850042,0.893850042,0
0,17000,97713,164869,,Other,,0,,253.4763166,,23,36.45229579,0.106149958,0.893850042,0.893850042,0
0,17000,125728,159770,DebtCon,Mgr,,0,0,228.4223822,0,18,37.00837378,0.106149958,0.893850042,0.893850042,0
0,17000,31772,60289,HomeImp,ProfExe,6,0,0,189.2369837,0,13,31.12574653,0.055970389,0.944029611,0.944029611,0
0,17000,134689,158661,DebtCon,Mgr,,0,0,227.3954647,0,19,36.42557176,0.106149958,0.893850042,0.893850042,0
0,17000,86341,133564,DebtCon,ProfExe,15,0,0,307.6738571,0,18,28.36821059,0.027605967,0.972394033,0.972394033,0
0,17000,66894,75360,DebtCon,,8,,,,,,25.26009868,0.106149958,0.893850042,0.893850042,0
0,17000,27088,166437,HomeImp,Self,7,0,0,306.6741711,0,27,26.15671788,0.048487466,0.951512534,0.951512534,0
0,17000,70085,81598,DebtCon,Office,0.55302871,0,0,117.1953992,1,20,21.98183572,0.031492889,0.968507111,0.968507111,0
0,2861.234103,97438,158780,DebtCon,Mgr,0,0,0,210.9126034,1,18,38.79674995,0.090858552,0.909141449,0.909141449,0
0,17000,45671,64516,HomeImp,Other,27,0,0,246.1797214,0,13,25.7012056,0.032435077,0.967564923,0.967564923,0
0,17000,6778,60065,DebtCon,Sales,0,0,0,326.5184144,0,5,38.83660184,0.182111866,0.817888134,0.817888134,0
0,17000,26228,60979,HomeImp,ProfExe,7,0,0,188.2476105,0,13,29.62867649,0.0517987,0.9482013,0.9482013,0
0,17000,63450,92816,,ProfExe,0.887340885,0,0,,1,16,25.71867108,0.106149958,0.893850042,0.893850042,0
0,4184.603849,54780,93091,DebtCon,ProfExe,4,0,0,115.3753324,1,21,37.50862467,0.103082758,0.896917242,0.896917242,0
0,17000,73184,96889,DebtCon,Mgr,0,0,0,71.95379199,0,16,28.00439848,0.05147841,0.94852159,0.94852159,0
0,17000,60483,2333.449038,HomeImp,ProfExe,4,0,0,116.5252651,0,12,27.29874318,0.039243296,0.960756704,0.960756704,0
1,17000,52663,82000,,,,,,,,,,0.106149958,0.893850042,0.893850042,0
1,17000,36420,54375,DebtCon,Other,1,1,0,77.7,1,18,,0.106149958,0.893850042,0.893850042,0
0,1204.764398,53058,74000,DebtCon,Other,17,1,0,204.9333333,1,21,,0.106149958,0.893850042,0.893850042,0
0,11399.40184,23200,85000,DebtCon,ProfExe,9,0,0,149.0666667,1,21,,0.106149958,0.893850042,0.893850042,0
0,17000,47000,112720,DebtCon,ProfExe,16,0,0,257.7,0,20,,0.106149958,0.893850042,0.893850042,0
0,487.2132528,86000,119600,DebtCon,ProfExe,12,,,137.4666667,,25,,0.106149958,0.893850042,0.893850042,0
0,17000,12613,85000,DebtCon,Other,21,0,0,226.3666667,3,41,,0.106149958,0.893850042,0.893850042,0
0,17000,152900,191146,DebtCon,Other,6.838789559,0,0,,2,16,,0.106149958,0.893850042,0.893850042,0
0,17000,4080.072439,88683,DebtCon,Office,0.5,0,0,74.03333333,0,23,,0.106149958,0.893850042,0.893850042,0
1,17000,74910,112375,DebtCon,Office,41,0,0,95.2,3,28,,0.106149958,0.893850042,0.893850042,0
1,17000,45465.62797,110000,DebtCon,Other,0.4,6,0,180.5666667,2,46,,0.106149958,0.893850042,0.893850042,0
1,17000,52700,78000,DebtCon,Other,2,0,0,62.9,0,10,,0.106149958,0.893850042,0.893850042,0
1,17000,61000,127000,DebtCon,Mgr,9,0,5,256.7,0,40,,0.106149958,0.893850042,0.893850042,0
1,17000,54811.59565,81180,DebtCon,ProfExe,19,2,0,134.9333333,2,28,,0.106149958,0.893850042,0.893850042,0
1,17000,56800,82000,DebtCon,ProfExe,22,0,5,320.6,4,28,,0.106149958,0.893850042,0.893850042,0
1,15348.96745,89600,115000,DebtCon,Self,20,,3,99.26666667,0,23,,0.106149958,0.893850042,0.893850042,0
1,17000,48000,69000,DebtCon,Office,25,0,0,351.0333333,3,24,,0.106149958,0.893850042,0.893850042,0
1,17000,43000,63500,DebtCon,Other,8,0,0,46.66666667,3,11,,0.106149958,0.893850042,0.893850042,0
0,539.289316,118822,208429,DebtCon,Other,3,0,0,206.7370713,0,16,25.87399085,0.042661105,0.957338895,0.957338895,0
0,17000,96065,116416,DebtCon,Other,14,0,0,125.6730605,2,8,34.75618581,0.10282697,0.89717303,0.89717303,0
0,17000,69757.53905,141718,DebtCon,Office,2,,,128.4175979,3,15,31.16602944,0.106149958,0.893850042,0.893850042,0
0,17000,51018,108148,HomeImp,Office,0,,2,114.9462923,0,23,40.24125987,0.106149958,0.893850042,0.893850042,0
1,17000,170636,188899,DebtCon,,1,4,0,67.40828497,1,13,44.7515722,0.106149958,0.893850042,0.893850042,0
0,17000,98451,138012,DebtCon,Office,3,,,120.2389346,2,15,33.95359392,0.106149958,0.893850042,0.893850042,0
0,17000,50184.615,111357,DebtCon,Mgr,17,0,0,252.3059847,4,30,37.31611992,0.088933169,0.911066832,0.911066832,0
0,17000,108154,134103,DebtCon,Other,1,0,0,279.3611988,0,46,39.67697661,0.053114872,0.946885128,0.946885128,0
0,17000,25638,128433,DebtCon,Other,10,0,0,367.6645206,0,9,39.10689638,0.085781072,0.914218928,0.914218928,0
0,17100,56791,94396,DebtCon,ProfExe,7,0,0,110.2940878,1,21,36.1073409,0.090656897,0.909343103,0.909343103,0
0,17100,48471,71546,DebtCon,ProfExe,0.968334026,0,1,254.0957007,3,32,29.81874354,0.078384757,0.921615243,0.921615243,0
0,17100,19126,39152.54323,DebtCon,Other,21,0,0,225.7062879,2,41,38.89637818,0.080109786,0.919890215,0.919890215,0
0,17100,,96036,DebtCon,Office,27,0,0,327.0017911,0,15,12.4986698,0.106149958,0.893850042,0.893850042,0
0,17100,100082,119585,DebtCon,ProfExe,1,0,0,147.9158091,0,29,34.73427716,0.055446867,0.944553133,0.944553133,0
0,17100,22162,128989,DebtCon,Other,11,0,0,367.9970935,0,9,40.64091611,0.095855808,0.904144192,0.904144192,0
0,17100,53983,73688,DebtCon,Other,5,,,95.52351212,0,9,36.92038565,0.106149958,0.893850042,0.893850042,0
0,17100,123463,160487,DebtCon,Office,4,0,0,155.3007626,0,21,25.70412779,0.030806743,0.969193257,0.969193257,0
0,17100,49951,19009.26876,HomeImp,Office,0.733253521,,2,151.1045925,1,23,39.48719814,0.106149958,0.893850042,0.893850042,0
0,17100,74922,91187,DebtCon,Mgr,0,0,0,80.58265559,0,16,26.76776884,0.045130564,0.954869436,0.954869436,0
0,17100,37234.3754,94247,DebtCon,Office,0,0,0,70.01636023,0,22,37.19508553,0.103904674,0.896095326,0.896095326,0
0,17100,46953,69086,DebtCon,ProfExe,6,0,0,165.6277883,2,11,29.2491436,0.062005882,0.937994118,0.937994118,0
0,17100,43085,27686.50504,DebtCon,Other,7,0,1,103.6838558,3,49,30.3535487,0.098152651,0.901847349,0.901847349,0
0,14240.21894,92853,130864,DebtCon,Mgr,6,,,244.7288109,3,41,37.49264563,0.106149958,0.893850042,0.893850042,0
1,17100,32134,69131,DebtCon,Other,3,0,0,209.1988005,0,6,38.632967,0.108444924,0.891555076,0.891555076,0
0,17100,54598,115838,DebtCon,ProfExe,8.958816278,0,0,247.2958966,0,20,25.63211643,0.029830603,0.970169397,0.970169397,0
0,17100,,60781,,,8,0,0,101.0140613,0,14,27.71993814,0.106149958,0.893850042,0.893850042,0
0,17100,27842,74459,HomeImp,Other,,0,0,248.7187801,0,49,44.55215415,0.106149958,0.893850042,0.893850042,0
0,17100,104652,169076,,Other,,1,,270.5812143,,23,38.46522769,0.106149958,0.893850042,0.893850042,0
0,17100,117337,131575,DebtCon,,16,0,0,177.6294323,0,17,39.17643246,0.106149958,0.893850042,0.893850042,0
0,17100,91502,113251,DebtCon,Other,18,0,0,289.9544006,0,16,24.45832061,0.023676245,0.976323755,0.976323755,0
0,6685.287134,51352,64386,DebtCon,Mgr,27,0,0,295.9554144,1,17,36.78730595,0.052406439,0.947593561,0.947593561,0
0,17200,62514,96633,HomeImp,ProfExe,25,1,0,224.7643591,1,24,36.7023407,0.096486974,0.903513026,0.903513026,0
0,17200,59698,41500.10842,,ProfExe,9,0,0,,1,16,23.34562321,0.106149958,0.893850042,0.893850042,0
0,17200,94937,133859,DebtCon,Mgr,6,,,248.1588756,2,42,36.79087533,0.106149958,0.893850042,0.893850042,0
0,17200,6126,88603,HomeImp,Other,13,0,1,287.2608869,0,23,30.0987967,0.082223215,0.917776785,0.917776785,0
0,17200,7044,14104.42692,DebtCon,Sales,0,0,0,330.9709043,0,6,37.94331514,0.15042369,0.849576311,0.849576311,0
0,17200,103519,86666.42943,DebtCon,Other,0,0,0,102.6786125,1,21,41.41835285,0.12380521,0.87619479,0.87619479,0
0,17200,89507,121047,DebtCon,Other,2.119853161,0,0,118.866134,1,9,34.6028274,0.101283341,0.898716659,0.898716659,0
0,17200,52011,65800,DebtCon,Other,7,0,1,120.3239792,2,48,30.55651187,0.091561798,0.908438202,0.908438202,0
0,17200,9481.868827,170000,HomeImp,Mgr,22,0,0,77.28338497,1,20,28.82169866,0.08842661,0.911573391,0.911573391,0
0,17200,43996,79419,DebtCon,Mgr,5,0,0,140.973401,0,9,28.6621734,0.051921067,0.948078933,0.948078933,0
0,17200,33073,85654,DebtCon,ProfExe,7,0,0,163.3947887,1,20,28.27488887,0.051674991,0.948325009,0.948325009,0
1,17200,50742,71000,DebtCon,Other,15,0,0,,0,0,,0.106149958,0.893850042,0.893850042,0
1,17200,39316,66978,DebtCon,,4,0,0,99.98597596,1,10,26.43708406,0.106149958,0.893850042,0.893850042,0
1,17200,74402,,DebtCon,ProfExe,13,0,1,115.3530306,4,34,41.35903633,0.106149958,0.893850042,0.893850042,0
1,17200,62108,,DebtCon,Office,4.807884863,0,0,174.3961345,1,21,34.53892537,0.106149958,0.893850042,0.893850042,0
0,17200,48999,76544,DebtCon,ProfExe,5,0,0,240.5227465,3,31,32.84175391,0.059651429,0.940348571,0.940348571,0
1,17200,35116,60489,DebtCon,Other,17,0,0,106.486237,1,18,38.80624071,0.123106157,0.876893843,0.876893843,0
0,17200,85977,109238,HomeImp,ProfExe,3,0,0,115.5575126,1,25,38.94891874,0.101173685,0.898826315,0.898826315,0
0,17200,45900,68126,HomeImp,Office,4,0,0,111.1259517,0,17,34.17904688,0.0750708,0.924929201,0.924929201,0
0,17200,52276,69860,DebtCon,Office,0,0,0,180.9314878,0,25,30.58796698,0.042559057,0.957440943,0.957440943,0
0,17200,53849,102326,HomeImp,Other,1,0,3,57.16674512,1,9,39.99115424,0.548538035,0.451461965,0.548538035,0
0,17200,90567,118761,DebtCon,Other,14,0,0,139.3401702,2,9,34.78487038,0.10161111,0.89838889,0.89838889,0
0,17200,99204,69602.5154,DebtCon,Other,9,0,0,296.2114898,1,18,30.3013654,0.034719126,0.965280874,0.965280874,0
0,17200,48427,66082,DebtCon,Mgr,29,0,0,283.8487591,1,16,38.39363467,0.059980212,0.940019788,0.940019788,0
0,17200,62840,92946,HomeImp,ProfExe,5,0,0,133.1594808,0,11,27.50354017,0.049258533,0.950741468,0.950741468,0
0,17200,17234,43310,,Office,1,0,0,215.6075405,0,15,38.31851469,0.106149958,0.893850042,0.893850042,0
0,17200,55254,118718,DebtCon,ProfExe,15,0,0,276.9110829,0,20,26.69615871,0.028851584,0.971148416,0.971148416,0
0,17200,27230,59218.62911,HomeImp,Other,,0,0,249.2156672,1,50,43.75679409,0.106149958,0.893850042,0.893850042,0
0,17300,40280,66319,DebtCon,,4,0,0,101.3255769,2,9,27.97593545,0.106149958,0.893850042,0.893850042,0
0,17300,91132,110440,DebtCon,ProfExe,10,0,0,147.5533245,2,19,36.42721874,0.085671604,0.914328396,0.914328396,0
0,17300,51185,65537,DebtCon,Other,6,0,1,129.8379412,3,49,29.31159406,0.092517733,0.907482267,0.907482267,0
0,17300,35070,63862,DebtCon,Other,16,0,0,125.1315694,1,17,37.93651965,0.114313888,0.885686112,0.885686112,0
0,17300,79412,114906,DebtCon,Mgr,17,0,0,247.3605705,4,30,36.53643556,0.075592259,0.924407741,0.924407741,0
0,17300,73000,95000,DebtCon,Other,5,2,1,90.3,6,30,,0.106149958,0.893850042,0.893850042,0
0,17300,99064,156306,HomeImp,ProfExe,4,0,0,90.44952245,0,16,35.75006044,0.091554899,0.908445101,0.908445101,0
0,17300,44031,79187,DebtCon,Other,0,,1,299.7052373,1,10,35.98666991,0.106149958,0.893850042,0.893850042,0
0,17300,20798,37980,,Office,2,0,0,219.3093648,0,16,37.76321101,0.106149958,0.893850042,0.893850042,0
0,17300,90768,116052,DebtCon,Other,13,0,0,120.2414262,2,9,35.81087795,0.113287526,0.886712474,0.886712474,0
0,17300,65444,91244,DebtCon,ProfExe,8,0,0,202.0496827,0,19,21.57338522,0.022688589,0.977311411,0.977311411,0
0,17300,65136,70139.86547,DebtCon,Office,6,0,0,127.0999737,0,20,24.5182717,0.030955073,0.969044927,0.969044927,0
0,17300,110614,137552,DebtCon,ProfExe,6,0,0,85.23250072,0,13,31.34436552,0.060530922,0.939469078,0.939469078,0
1,17300,73503,85806.94249,DebtCon,Other,0,0,6,142.3320756,1,32,46.90232438,0.835642091,0.16435791,0.835642091,0
0,17300,91350,107834,HomeImp,ProfExe,3,0,0,118.1330649,0,24,37.61084501,0.080462666,0.919537334,0.919537334,0
0,17300,65077,1534.552002,DebtCon,Other,0,2,3,114.0234424,2,26,35.90776048,0.537709472,0.462290528,0.537709472,0
0,2869.295816,86606.19641,124066,DebtCon,Office,0.579788736,,2,271.7823232,0,30,40.40450623,0.106149958,0.893850042,0.893850042,0
0,17300,32736,49100,DebtCon,ProfExe,4,0,0,262.9484377,0,34,38.563081,0.055764862,0.944235138,0.944235138,0
0,17300,57358,71617,DebtCon,Office,0,0,0,194.2933392,0,25,30.53780606,0.040200552,0.959799448,0.959799448,0
0,17300,51107,64135,HomeImp,Office,4,0,0,115.002195,0,17,32.25108612,0.063058358,0.936941642,0.936941642,0
0,17300,48132,78889,DebtCon,Mgr,3.974027583,0,0,133.1676855,0,8,28.29822706,0.051484557,0.948515443,0.948515443,0
0,14736.07077,,48971,DebtCon,Other,,,,345.0099186,,17,32.47431947,0.106149958,0.893850042,0.893850042,0
0,17400,68630.53295,101271,DebtCon,Other,0,0,0,148.9162275,1,18,34.38702843,0.088283699,0.911716301,0.911716301,0
0,17400,61035,83623.43797,HomeImp,ProfExe,4,0,0,113.6359957,0,12,25.35719461,0.043588722,0.956411278,0.956411278,0
1,17400,58941,88470,HomeImp,ProfExe,4,0,0,123.2570546,0,12,25.55759334,0.044158241,0.955841759,0.955841759,0
0,17400,62824,82243,DebtCon,Other,5,,,109.4827485,0,7,34.81844499,0.106149958,0.893850042,0.893850042,0
0,17400,25859,43684,DebtCon,Mgr,16,1,0,95.36306868,1,17,27.10761957,0.075650497,0.924349503,0.924349503,0
0,17400,24687,28730.78734,,Office,2,0,0,217.7442746,0,16,38.25139203,0.106149958,0.893850042,0.893850042,0
0,8093.161555,43110,73614,DebtCon,Mgr,1,0,0,114.2891824,1,8,26.37910802,0.056118691,0.943881309,0.943881309,0
0,17400,731.5563708,166496,HomeImp,Mgr,23,0,0,73.46751776,1,19,29.53166415,0.096806379,0.903193621,0.903193621,0
0,17400,42876,66085,DebtCon,Mgr,26,0,0,281.5781525,1,16,38.02752168,0.061399541,0.938600459,0.938600459,0
0,4474.736225,45861,61256,DebtCon,Other,5.591127803,0,0,132.0192267,3,48,30.18656747,0.062094677,0.937905323,0.937905323,0
0,17400,54161,75500,DebtCon,Office,4,0,0,23.33333333,5,11,,0.106149958,0.893850042,0.893850042,0
0,17400,44479,9696.200186,DebtCon,Mgr,1,0,0,117.3235888,0,9,27.13398944,0.041475525,0.958524475,0.958524475,0
0,17400,97072,155146,DebtCon,Mgr,0,0,0,204.1656163,0,19,40.50796477,0.087248243,0.912751757,0.912751757,0
0,17400,96590,112115,DebtCon,Other,0,6,0,178.6595894,2,46,41.11788749,0.604962216,0.395037784,0.604962216,0
0,17400,51205.07273,135146,DebtCon,,16,0,0,174.1014596,1,17,37.6335491,0.106149958,0.893850042,0.893850042,0
0,17400,49765,66782,DebtCon,Mgr,27,0,0,272.5904825,1,16,39.3830645,0.066411211,0.933588789,0.933588789,0
0,17400,25844,83229,HomeImp,Other,,0,0,247.7616459,0,50,43.70133124,0.106149958,0.893850042,0.893850042,0
0,17400,123579,168243,DebtCon,Office,4,0,0,146.3520808,0,20,26.60351151,0.034709035,0.965290965,0.965290965,0
0,17400,166345,202989,DebtCon,ProfExe,10,0,0,276.0663463,0,37,24.35659356,0.015422309,0.984577691,0.984577691,0
0,17400,55575,78661,DebtCon,Other,17,1,0,198.9896005,1,20,38.99143137,0.139039689,0.860960312,0.860960312,0
0,17400,102228,115898,DebtCon,ProfExe,0,0,0,144.1981676,0,30,35.11415035,0.055901522,0.944098478,0.944098478,0
0,13302.77468,56111,114521,HomeImp,Office,2,,2,154.8555239,1,24,38.69508356,0.106149958,0.893850042,0.893850042,0
0,17400,64163,84948,HomeImp,ProfExe,12,0,2,172.7111657,0,13,27.9796944,0.115530776,0.884469224,0.884469224,0
1,17400,79623,113658,DebtCon,Other,0,0,2,212.1291452,2,25,35.10671964,0.208994323,0.791005677,0.791005677,0
0,17500,92986,114276,DebtCon,Other,13,0,0,116.9613578,2,8,36.25138573,0.116967598,0.883032402,0.883032402,0
0,17500,99853,163401,DebtCon,Mgr,0,0,0,208.4622762,1,18,37.82861717,0.083244234,0.916755766,0.916755766,0
0,17500,17889,94453,DebtCon,Other,10.95568486,0,0,244.3562274,2,41,35.74477089,0.076934599,0.923065401,0.923065401,0
0,1376.450087,101354,117209,DebtCon,ProfExe,1,0,0,136.1582225,0,30,36.8517233,0.066627505,0.933372495,0.933372495,0
0,17500,133243,154513,DebtCon,Mgr,,0,0,217.0370487,0,18,37.46299196,0.106149958,0.893850042,0.893850042,0
1,17500,53902.50149,98500,DebtCon,Other,5,10,1,59.83333333,5,16,,0.106149958,0.893850042,0.893850042,0
0,17500,49968,68025,HomeImp,Office,3,0,0,126.0794526,0,18,34.10902705,0.070187468,0.929812532,0.929812532,0
