BAD;LOAN;MORTDUE;VALUE;REASON;JOB;YOJ;DEROG;DELINQ;CLAGE;NINQ;CLNO;DEBTINC;P_BAD1;P_BAD0
1;9702.0156496;25783.06146;77704;DebtCon;Office;1.4789611117;0;5;73.087538893;0;16;45.195495871;0.775641485;0.224358515
0;15700;80200;88545;DebtCon;Mgr;21;0;0;242.60038784;10;24;36.297033121;0.1469464611;0.8530535389
0;4137.7435013;6428.0548775;93272;DebtCon;Office;0;0;0;178.89138824;0;24;23.74406826;0.0369396346;0.9630603654
1;8050.3457383;64793;2418.8635121;HomeImp;ProfExe;22;0;0;244.73167355;1;23;38.328188879;0.0540231749;0.9459768251
0;2312.0913718;135886;181894;DebtCon;Mgr;0.7451177113;0;0;247.96506535;0;21;30.326398916;0.0354684919;0.9645315081
1;11361.413046;14210.421832;97122;DebtCon;Other;3.1103970451;2;0;70.72519735;0;21;24.431789613;0.1340662386;0.8659337614
0;15700;35873;37890.755655;HomeImp;Other;10;0;0;128.23591372;0;10;20.950252082;0.035240699;0.964759301
0;6400.5547311;46423;38168.649461;DebtCon;Other;0;;2;267.4388553;1;10;36.529319583;0.1061499579;0.8938500421
0;10488.793449;48093;42882.013375;DebtCon;ProfExe;1.8269533589;0;0;149.90637879;1;12;30.486361232;0.0589081283;0.9410918717
0;13936.837183;111367;127421;DebtCon;;16;0;0;184.23480732;1;18;41.03530607;0.1061499579;0.8938500421
1;15700;149305;;DebtCon;ProfExe;25;0;2;382.85883592;0;71;38.228344754;0.1061499579;0.8938500421
0;15700;85384;101302;DebtCon;Other;1;0;0;128.28624705;0;22;41.569983536;0.1165170035;0.8834829965
0;8105.4175394;95128;122248;DebtCon;Other;10;0;0;171.02178171;0;27;36.332600416;0.0690546293;0.9309453707
0;15700;;28198;DebtCon;Other;12;;;87.620526369;2;9;32.445475521;0.1061499579;0.8938500421
0;6701.4998866;18671.612199;18108.814271;DebtCon;Mgr;19;0;0;244.47605696;11;23;33.196412457;0.1518059372;0.8481940628
0;15700;64185;84000;DebtCon;Other;0.2;2;2;112.03333333;2;26;;0.1061499579;0.8938500421
1;328.82100834;60316;18238.560789;DebtCon;Mgr;0.2;1;0;85.2;1;23;;0.1061499579;0.8938500421
1;15700;22788.216816;108922.57481;HomeImp;Other;1;0;0;;0;0;;0.1061499579;0.8938500421
0;15700;16804;32004.441523;DebtCon;Mgr;8.5993628062;0;0;131.77342323;0;10;23.979702773;0.0370728085;0.9629271915
0;15700;106831.98304;204282;DebtCon;Other;0.7291324179;0;0;201.92370782;0;17;26.31831366;0.0450531822;0.9549468178
0;663.65382823;35655.98137;103045;HomeImp;Other;21;0;0;147.45017701;4;23;29.181742636;0.0959636598;0.9040363402
0;15700;;54557;DebtCon;Office;0.5848217935;0;0;93.044539516;2;8;41.25598551;0.1061499579;0.8938500421
0;426.0046241;99618;131710;DebtCon;Mgr;5;;;236.68094677;2;41;37.86554654;0.1061499579;0.8938500421
0;3104.614406;81709;111127;HomeImp;ProfExe;4;0;0;123.62444842;0;25;37.5606476;0.0845776367;0.9154223633
1;11155.52714;34497.502342;41007.180231;HomeImp;Other;25;0;0;255.52746026;0;13;22.540680116;0.0256272647;0.9743727353
0;2451.9774997;11447.755141;25771.951017;DebtCon;ProfExe;6;0;0;155.75478906;2;12;28.797918584;0.0656356072;0.9343643928
0;15700;6956.3385867;2219.3352273;DebtCon;Mgr;12.594149439;0;0;263.15916331;10;24;35.404414526;0.15105808;0.84894192
0;15700;58410;89082;DebtCon;Office;29;0;0;211.80567437;0;21;31.058372507;0.0370349008;0.9629650992
1;491.84447731;21102.527099;68885;DebtCon;Other;5;0;0;83.69551611;5;17;40.349929995;0.2588691229;0.7411308771
0;639.57003492;27308.430514;39408.979877;;;;;;;;;35.165146151;0.1061499579;0.8938500421
0;5615.7533085;85767.83722;67951.070217;DebtCon;Sales;11.688650563;;1;154.36018316;0;17;33.526270674;0.1061499579;0.8938500421
0;15800;51281;144202;DebtCon;Other;1;0;0;285.9978979;4;43;41.538051097;0.1307972306;0.8692027694
0;15800;9407;60165;DebtCon;Sales;1;0;0;310.65842115;0;5;40.051306199;0.1997376324;0.8002623676
0;15800;32858.829202;48356.090659;DebtCon;ProfExe;8;0;0;208.50075586;0;20;23.035745844;0.0252730695;0.9747269305
0;15800;25344;12449.731285;HomeImp;Other;;0;0;249.9837678;0;50;42.435562666;0.1061499579;0.8938500421
0;11383.854092;;30395;DebtCon;Other;12;;;85.274033545;2;8;33.565263987;0.1061499579;0.8938500421
0;15800;89765;111792;DebtCon;ProfExe;1;0;2;143.35553116;1;34;33.058835116;0.1480225068;0.8519774932
0;6064.3606029;;22741.5347;HomeImp;Other;0;0;0;315.81263172;1;9;25.650384133;0.1061499579;0.8938500421
1;7983.8040405;58100;83000;DebtCon;ProfExe;0.7996811712;1;1;284.06666667;4;27;;0.1061499579;0.8938500421
1;13066.888088;;58995;HomeImp;Other;1;2;3;194.98708812;1;45;52.203164506;0.1061499579;0.8938500421
0;316.60476798;104913;121214;DebtCon;ProfExe;2;0;0;134.00383024;0;21;44.915160551;0.124473373;0.875526627
1;13868.474632;51163;157644;DebtCon;ProfExe;4.9666471104;0;0;239.22478943;0;28;20.747520522;0.0232937889;0.9767062111
0;15800;101246;26257.319722;DebtCon;Office;0.6803888123;;;109.29393259;2;16;33.770828549;0.1061499579;0.8938500421
0;15800;35448.413569;97628;DebtCon;Other;0;0;0;152.17113748;0;23;42.218282221;0.1400936408;0.8599063592
1;15800;74815;26064.454844;DebtCon;Mgr;10.680641723;0;0;;0;0;37.984504628;0.1061499579;0.8938500421
0;15800;3132.3116775;39285;;Office;1.0988055845;0;0;209.03744147;0;16;38.888128371;0.1061499579;0.8938500421
0;3734.4862945;103537;73351.596953;DebtCon;Office;3;0;1;252.26775758;1;34;27.674063965;0.0400316524;0.9599683476
0;15800;58664.125758;123622.39944;HomeImp;ProfExe;12.848103847;0;0;116.76318442;4;21;35.113150487;0.1297434746;0.8702565254
0;15800;58388;10143.463261;HomeImp;Other;0;0;3;51.525147534;1;10;39.862520135;0.4742891795;0.5257108205
0;11729.682814;;8925.658049;DebtCon;Office;11.834689565;0;0;328.21049264;0;15;12.1535212;0.1061499579;0.8938500421
0;673.80869373;71820;56311.880974;DebtCon;Other;0;1;1;122.95558706;1;25;33.519070443;0.1776711094;0.8223288906
0;7482.8801603;94363;128434;DebtCon;Mgr;4;;;241.73612588;2;42;39.221891679;0.1061499579;0.8938500421
0;15800;41661;80457;DebtCon;Mgr;3;0;1;137.31750781;0;8;27.434094849;0.083680759;0.916319241
0;15800;;43953.825897;DebtCon;Office;11.105776182;0;0;335.15468819;0;16;12.706937983;0.1061499579;0.8938500421
0;6118.0650242;9603.3346473;43790;DebtCon;Mgr;7.5084433442;0;0;108.41393655;0;11;22.826892443;0.0395678465;0.9604321535
1;15800;16374.365036;64847;HomeImp;Other;;0;0;120.73801298;2;18;36.834457555;0.1061499579;0.8938500421
0;15800;46716;45400.801527;DebtCon;Other;3;0;0;191.32373689;0;13;28.053604481;0.0453047472;0.9546952528
0;1015.7091343;52942.401755;;;Other;5.0150424349;0;3;82.443985587;1;14;32.327262456;0.1061499579;0.8938500421
0;14901.676217;74575;95815;DebtCon;Other;7;2;0;69.581348102;0;21;24.108726876;0.0980166585;0.9019833415
0;5184.5817998;95120;114674;DebtCon;Office;3.8736540432;0;1;278.89205929;0;34;28.232296781;0.0398919214;0.9601080786
1;15519.25536;46731;35609.770335;DebtCon;ProfExe;6.948300485;0;0;192.14423547;0;22;40.361769906;0.0769330343;0.9230669657
0;12381.388322;96854;72246.234624;DebtCon;Mgr;1;0;0;212.66600461;0;19;40.213384582;0.0669155641;0.9330844359
0;15900;65827;97935;DebtCon;Office;0.7748255072;0;0;160.41695863;4;20;32.60020273;0.0898313846;0.9101686154
0;14168.440217;52012;98418.816905;HomeImp;Other;0;0;2;50.53156169;1;10;40.392256543;0.4236374417;0.5763625583
0;15900;48967.876956;4709.2787608;DebtCon;Other;0;;1;285.38692871;0;10;36.050382369;0.1061499579;0.8938500421
0;4380.1053968;39928.947885;105352;HomeImp;Other;0;0;2;54.437325617;0;9;40.270607618;0.4155929066;0.5844070934
0;15900;4955.8588415;113888;HomeImp;Office;0.5301454107;0;0;140.51005382;0;21;36.318788182;0.1070600102;0.8929399898
0;15900;12134.638017;3959.5693662;DebtCon;Other;6;1;0;101.82614234;1;16;38.877808385;0.1881704949;0.8118295051
0;15900;47231.107027;96393;DebtCon;Other;1.8645779294;2;0;84.205779001;1;21;22.113193096;0.1084122794;0.8915877206
0;15582.568665;55958.945155;14172.300282;DebtCon;ProfExe;0;0;0;125.83407016;0;30;37.993775785;0.0663358447;0.9336641553
0;15900;777.26644812;19568.885085;DebtCon;ProfExe;4.5665076713;0;0;250.92750292;1;16;22.175263227;0.0277358963;0.9722641037
0;15900;101412;118152.54897;DebtCon;Other;2.0425524949;0;0;299.95309804;2;18;30.1768704;0.0459505554;0.9540494446
0;4862.1734047;97478;120514;DebtCon;Office;0.4630005478;;3;264.26091644;1;29;41.840275239;0.1061499579;0.8938500421
0;15900;48563;64679;DebtCon;ProfExe;4;0;0;156.10138093;2;12;27.808547086;0.0566085165;0.9433914835
0;2271.7713614;13404.396397;20981.615108;DebtCon;ProfExe;0.7142253652;0;0;146.82789245;1;12;30.289129835;0.0662519274;0.9337480726
0;14757.434232;69548;89775;DebtCon;Other;0.8993189781;0;0;230.67308026;2;25;30.108317431;0.0542941058;0.9457058942
1;11597.622791;43830;15651.591051;DebtCon;Other;4.6;1;0;148.13333333;1;27;;0.1061499579;0.8938500421
1;6836.1282572;27833.544428;70691.186856;DebtCon;ProfExe;14.858539521;0;3;183.63333333;0;37;;0.1061499579;0.8938500421
0;15900;107336;101029.69745;DebtCon;Other;1;0;0;123.46551939;2;21;37.99240801;0.1083137623;0.8916862377
0;14104.161673;30877.623149;19058.755163;DebtCon;;17;0;0;179.13400863;0;17;39.192025867;0.1061499579;0.8938500421
0;2703.4417754;30715.005764;;HomeImp;Other;2.9652817133;0;0;235.62740226;0;23;20.723375647;0.1061499579;0.8938500421
0;11935.489132;68304;92271;DebtCon;Other;0.0768796187;1;2;113.22840343;2;25;32.881846931;0.3152020973;0.6847979027
0;14870.171296;68079;33271.390186;HomeImp;Other;;0;0;304.24475509;0;19;30.422003881;0.1061499579;0.8938500421
1;2604.870761;54974.311383;69128.375072;HomeImp;Office;10;;;111.43725111;0;11;36.954969611;0.1061499579;0.8938500421
1;15900;88000;109500;DebtCon;ProfExe;7;0;0;138;2;21;;0.1061499579;0.8938500421
0;15900;58518;82095;HomeImp;ProfExe;7.0961380317;0;2;177.24777998;0;14;28.818793116;0.1248940887;0.8751059113
0;858.36943204;71064.047487;114267;DebtCon;ProfExe;8;0;0;205.21832935;2;36;41.230512181;0.0975468713;0.9024531287
0;15900;19639;171350;HomeImp;Self;8;0;0;311.31036041;0;26;26.876729861;0.0533093621;0.9466906379
0;9421.8774178;87422.869587;118359;DebtCon;Other;13;0;0;125.55199939;1;8;37.78182264;0.118655849;0.881344151
0;5596.4654959;16744;52234;DebtCon;ProfExe;3;0;0;288.41594954;0;16;17.452227433;0.016726941;0.983273059
0;16000;51956.848182;2502.4016842;DebtCon;Office;0;0;0;190.39640686;0;24;31.737034291;0.0375972339;0.9624027661
0;16000;;51792;DebtCon;Other;;;;340.68496842;;17;30.611518791;0.1061499579;0.8938500421
0;12177.333286;71861;95315;HomeImp;ProfExe;24;0;0;241.41251498;1;23;35.474773102;0.0554132875;0.9445867125
0;2132.651032;32918;52482;DebtCon;ProfExe;3;0;0;259.57102068;0;34;40.347343998;0.0665932663;0.9334067337
0;9910.830629;22527.233834;103255;DebtCon;Other;6;3;0;72.864590397;1;21;24.935229965;0.2149219315;0.7850780685
0;16000;20648;167020;HomeImp;Self;1.4407896676;0;0;315.46656561;0;26;25.912976009;0.0504123255;0.9495876745
1;1108.9967494;27966.38593;39481.069109;DebtCon;Other;0;0;0;129.3745132;0;22;39.827217203;0.1174299814;0.8825700186
0;16000;133193;151021.21177;DebtCon;Mgr;;0;0;223.33852108;0;18;37.301517501;0.1061499579;0.8938500421
0;1832.6977872;88093;98196.481744;DebtCon;ProfExe;2.2233449482;0;0;207.20285047;1;36;42.573079502;0.0860451525;0.9139548475
0;16000;2137.2662308;60000;HomeImp;Other;11;0;0;51.033333333;0;9;;0.1061499579;0.8938500421
0;16000;18224.858858;54000;DebtCon;Other;5.5731227573;0;0;110.6;1;18;;0.1061499579;0.8938500421
0;7498.2997065;101000;105790.7491;DebtCon;ProfExe;7.5;0;0;102.5;0;14;;0.1061499579;0.8938500421
0;16000;23708.517183;89200;DebtCon;Other;1.9;0;0;176.53333333;1;31;;0.1061499579;0.8938500421
0;1049.5805298;14458.592905;64370.18602;HomeImp;ProfExe;5;0;0;102.5;0;17;;0.1061499579;0.8938500421
0;16000;29202.583674;59628.765305;HomeImp;Office;3.5;0;0;123.8;0;18;;0.1061499579;0.8938500421
0;16000;16856.392377;57822;DebtCon;Other;17;0;0;276.96666667;0;22;;0.1061499579;0.8938500421
0;6683.4397124;96000;67353.192563;;Other;;1;;260.76666667;;24;;0.1061499579;0.8938500421
0;11494.202805;65000;43113.213464;DebtCon;Mgr;0.2;0;0;85.233333333;0;17;;0.1061499579;0.8938500421
0;2169.8872606;16300;73479.017253;DebtCon;Other;10;0;0;366.26666667;1;10;;0.1061499579;0.8938500421
1;15639.735274;69322;106189;HomeImp;ProfExe;0.9382930989;1;1;238.4;0;31;;0.1061499579;0.8938500421
1;4811.5220763;83200;;DebtCon;ProfExe;0.6;0;0;318.56666667;9;27;;0.1061499579;0.8938500421
1;11812.979987;88238;117500;DebtCon;Other;4;0;3;176.46666667;5;34;;0.1061499579;0.8938500421
0;16000;50000;51512.737469;DebtCon;ProfExe;2.5;0;0;189.7;0;22;;0.1061499579;0.8938500421
1;16000;16016.528567;87400;DebtCon;Office;10.022107064;;3;145.86666667;3;18;;0.1061499579;0.8938500421
0;16000;56127.123554;90908;HomeImp;Other;;0;0;295.11525035;0;20;29.014876509;0.1061499579;0.8938500421
0;16000;;3166.5951343;DebtCon;Other;13;;;84.93118132;1;9;33.720783378;0.1061499579;0.8938500421
0;16000;98338;115759;DebtCon;Other;4.5896205737;0;0;296.07626178;1;19;30.062735712;0.0398857317;0.9601142683
0;16000;84505;108652;DebtCon;Office;30;;1;332.38573601;2;48;33.74218195;0.1061499579;0.8938500421
0;16000;25741.72987;84124;DebtCon;Other;1.4676323214;0;0;81.596128837;3;12;32.948898967;0.1455929445;0.8544070555
0;16000;52546;63837;DebtCon;Other;7;0;1;122.19632494;2;49;30.143261328;0.0872574885;0.9127425115
0;12593.911117;77067;36983.366471;DebtCon;Other;5;0;0;207.4133904;3;18;41.058989067;0.1185786527;0.8814213473
0;10850.636897;;46140;DebtCon;Other;;;;344.58012601;;16;31.640812778;0.1061499579;0.8938500421
0;16000;24608.889992;3756.1865596;HomeImp;Office;;0;0;162.77120092;0;26;43.583882525;0.1061499579;0.8938500421
0;16000;4827.9478896;87698;DebtCon;Office;1;0;0;156.42811549;0;24;23.570800835;0.0371050157;0.9628949843
0;3508.3839165;140979;181166;DebtCon;Mgr;3.7275864769;0;0;236.70711828;0;21;27.841339881;0.0293080115;0.9706919885
0;16000;57944;40715.538183;HomeImp;ProfExe;2;0;0;135.60607791;0;12;25.725793664;0.0384365665;0.9615634335
0;16000;11758.573588;85627;DebtCon;Office;5;0;0;117.35703247;0;20;21.445341417;0.0348973079;0.9651026921
0;16000;60747.622756;84057.677355;DebtCon;Other;0.488294604;2;1;99.519217551;1;25;33.20696963;0.2795769743;0.7204230257
0;5497.1389796;69861;87086;DebtCon;Other;3.3466559408;0;0;205.32804581;2;18;43.436334345;0.1486403523;0.8513596477
1;16100;3021.819471;77400;DebtCon;Office;3;2;2;214.06037616;1;51;44.21676389;0.4565182868;0.5434817132
0;12626.21055;60752.314447;33326.755905;DebtCon;Other;5;2;0;76.077935453;0;20;24.187933859;0.0893439007;0.9106560993
0;16100;94089;159427;HomeImp;ProfExe;1.6603262451;0;0;101.96046007;0;16;35.994979529;0.0947484978;0.9052515022
1;3326.7847218;;30695;HomeImp;Other;11;0;1;64.335741119;2;2;29.233014839;0.1061499579;0.8938500421
0;16100;63798;65250.235101;HomeImp;Other;;0;0;298.21073119;0;19;30.961645128;0.1061499579;0.8938500421
0;3618.4847863;59734;93756;DebtCon;Office;31;0;0;210.15893736;0;21;32.596219565;0.0423350681;0.9576649319
0;7548.4137404;99844;98449.940089;DebtCon;Other;11;0;0;169.983556;0;27;33.523278536;0.0521149344;0.9478850656
0;15459.319781;107758;124610;DebtCon;ProfExe;0;0;0;129.17889813;0;29;34.2115674;0.055441985;0.944558015
0;9186.4685605;37127.508977;64430;HomeImp;Office;3;0;0;117.07375316;0;17;33.824716398;0.0761698513;0.9238301487
0;16100;63152;85097;DebtCon;Office;3.715780116;0;0;102.40089779;1;20;24.175532914;0.0391428948;0.9608571052
0;16100;54756.288016;13294.606054;DebtCon;ProfExe;0;0;0;269.34262868;1;21;39.799112283;0.0656067478;0.9343932522
1;432.96257771;33209;52000;DebtCon;Other;1.7733432175;0;0;91.3;1;15;;0.1061499579;0.8938500421
1;11991.930833;61712;82649;DebtCon;Other;8.6030343215;0;0;94.645123603;0;9;27.548831204;0.0594075202;0.9405924798
0;16100;105719;87203.761218;DebtCon;Other;1;0;0;117.87361206;2;20;38.763699701;0.1131087503;0.8868912497
0;16100;41775.342553;79384;DebtCon;Other;0.2073627362;;1;297.4825046;1;9;36.736113667;0.1061499579;0.8938500421
0;1305.7413323;3331.5871421;57862;DebtCon;Other;17;0;0;282.00628942;0;21;30.708487401;0.0475067692;0.9524932308
0;16100;54715;71673;DebtCon;Office;1;0;0;186.21582869;0;25;29.670506363;0.0390270267;0.9609729733
0;5317.9726287;36326.543856;65523;HomeImp;Office;0.6436075618;0;0;110.21989337;0;17;31.001523706;0.0660012881;0.9339987119
0;16100;;16956.771929;DebtCon;Other;3.5126132604;;;85.951530438;2;8;33.496046557;0.1061499579;0.8938500421
0;16100;26276;168105;HomeImp;Self;0.715006518;0;0;336.19846451;0;26;25.991819945;0.0471533229;0.9528466771
1;16100;25085.20631;72749;DebtCon;Other;8;0;0;90.325950674;2;15;43.897730329;0.2240418888;0.7759581112
1;16100;72942;99544;DebtCon;Other;4.3518698981;2;0;54.945678873;1;20;23.282933392;0.1125622677;0.8874377323
0;4372.2065042;81145;92943;DebtCon;ProfExe;8;1;2;343.49891676;;41;37.557976627;0.1061499579;0.8938500421
0;14889.849815;66419.935423;32584.450405;DebtCon;Office;3;0;0;165.45712458;0;25;24.920119989;0.0247163293;0.9752836707
0;16200;43794;69458;HomeImp;Office;2;0;0;140.50291634;0;18;31.109528667;0.0576125595;0.9423874405
1;128.07066176;24516.963297;37433;DebtCon;ProfExe;21;1;0;207.15954753;2;16;32.718088027;0.0971246584;0.9028753416
0;14525.941895;10940.978047;137950;DebtCon;Office;1.3219627632;;;112.28309435;2;15;32.761337964;0.1061499579;0.8938500421
0;16200;14900.933071;22638.942463;DebtCon;Office;2;0;0;177.85421954;0;25;22.21960047;0.024698177;0.975301823
0;16200;49552;82523;DebtCon;Mgr;0.6657978542;0;0;131.7057154;1;8;28.172032888;0.0594028365;0.9405971635
0;821.29085344;68873;45276.126277;HomeImp;ProfExe;23;0;0;220.96515227;0;23;36.259337335;0.0493743584;0.9506256416
1;8422.5453878;87248;116407;DebtCon;Other;20;0;0;270.0076812;1;16;24.543268816;0.0295732122;0.9704267878
0;12924.835944;49780;109050;HomeImp;Office;0.9239296713;;2;128.28852927;0;23;39.57681143;0.1061499579;0.8938500421
0;16200;;95280;;Other;;0;0;194.46001619;1;10;33.123728177;0.1061499579;0.8938500421
0;16200;70703;87682;DebtCon;Other;10;0;0;87.211328556;3;10;31.379268837;0.1056003046;0.8943996954
1;14943.870218;41396.33937;94394;DebtCon;Office;0.5634165241;0;0;167.42934703;0;25;23.691156853;0.0309361377;0.9690638623
1;13901.744088;58973.420314;28593.128819;DebtCon;Mgr;17;0;5;129.78013164;9;19;45.554415483;0.8621006794;0.1378993206
0;16200;53600;73500;DebtCon;Other;1.5776636203;;;104.73333333;1;8;;0.1061499579;0.8938500421
0;16200;95465;86003.352322;DebtCon;Other;6.2484146651;0;0;298.46443532;2;19;32.622560102;0.0492972718;0.9507027282
1;3694.8420835;71530;88569;DebtCon;Mgr;14;0;0;;0;1;35.886710153;0.1061499579;0.8938500421
0;12604.317012;64467.39121;96754.458648;DebtCon;Mgr;5;;;251.16089383;3;42;36.692167907;0.1061499579;0.8938500421
0;14260.396217;22956;35337.615352;DebtCon;Mgr;16;0;0;114.75901917;1;17;24.090882167;0.0383461586;0.9616538414
1;16200;7960.7975171;131940;DebtCon;Sales;5;0;0;202.38516993;2;40;23.977112224;0.0970960292;0.9029039708
1;10396.134571;12692.140891;145226.72513;DebtCon;Mgr;6.4815720853;7;3;141.02742652;10;41;32.36849777;0.9674436244;0.0325563756
0;3867.3658838;84029.613026;113030;DebtCon;Other;20;0;0;284.15976669;0;17;26.65016531;0.0292322472;0.9707677528
0;16200;3943.1187627;117705;DebtCon;Other;0;0;0;125.24258861;2;21;38.810661707;0.1841918875;0.8158081125
0;16200;76211;39022.490099;DebtCon;Other;0;0;0;141.04682436;1;18;33.334411917;0.0683751284;0.9316248716
0;16200;68306.893899;131208;DebtCon;ProfExe;12.242000943;0;0;308.53202717;0;19;29.60368375;0.0327091087;0.9672908913
1;7343.2365387;34984;46382;DebtCon;Other;4.9171316465;0;0;175.14431949;3;20;39.740928127;0.1430544148;0.8569455852
1;16200;46115;61917;HomeImp;Other;2;0;0;259.36069753;0;47;43.717499442;0.0824827378;0.9175172622
1;942.86718063;31800;63000;DebtCon;Other;12;1;5;124.9;1;14;;0.1061499579;0.8938500421
0;5815.2965114;22352;165315;HomeImp;Self;9;0;0;304.3346951;0;27;27.56242667;0.0554689778;0.9445310222
0;16300;5152.1203856;14495.24963;HomeImp;Other;14;0;1;257.91592191;0;22;28.13047878;0.0638017226;0.9361982774
1;16300;79087;36336.321566;DebtCon;Sales;23;0;0;256.25308431;0;45;36.987085694;0.0753021327;0.9246978673
1;16300;53324.897636;101243;DebtCon;Office;10.705584903;;0;337.34230408;2;49;35.412870351;0.1061499579;0.8938500421
0;16300;68189.744471;77760.329753;DebtCon;Other;2;0;0;193.13589022;0;30;31.413585832;0.0463416881;0.9536583119
0;16300;31925.87121;101506.92297;DebtCon;Other;0.4030200804;0;0;277.99294556;0;46;41.949854504;0.0808850008;0.9191149992
0;16300;96431;161284;;Other;;0;;256.3719323;;23;39.07781351;0.1061499579;0.8938500421
1;9587.3270891;67524;85577;DebtCon;Other;6.5144740038;0;0;75.434327987;3;11;31.761828777;0.1147159697;0.8852840303
0;16300;43500;69875;DebtCon;ProfExe;0.6211833961;0;0;245.53333333;3;32;;0.1061499579;0.8938500421
1;16300;11735.612372;65000;DebtCon;Other;2;0;0;199.83333333;0;7;;0.1061499579;0.8938500421
0;16300;56075;88870;;ProfExe;11;0;0;;1;16;24.689293685;0.1061499579;0.8938500421
0;16300;55635.162779;40352.077341;HomeImp;Other;;0;0;284.51430538;0;20;27.898802748;0.1061499579;0.8938500421
0;16300;21480.342023;14514.249465;DebtCon;Other;9;0;0;81.274155797;2;9;40.372556541;0.1733117925;0.8266882075
0;16148.245002;24831.463162;74263.219268;HomeImp;ProfExe;2.1537439833;0;0;246.75466611;1;12;36.409094498;0.0866754488;0.9133245512
0;16300;18266.140669;78914;HomeImp;Other;;0;0;250.72554619;0;49;40.722196346;0.1061499579;0.8938500421
0;7413.9907799;92916.63291;104684.7812;DebtCon;Other;3.2217211403;0;0;317.50797383;1;18;31.914238011;0.044328997;0.955671003
1;16300;34297;42629;HomeImp;Other;9;0;0;80.489238338;2;11;30.284772591;0.0966646896;0.9033353104
0;16300;66038;59479.249178;DebtCon;Office;1;0;0;162.0654119;3;19;32.75346067;0.0726930473;0.9273069527
0;16400;50941;78801;DebtCon;ProfExe;3.0228643655;0;0;266.04079897;2;32;32.904357011;0.0496050099;0.9503949901
0;10985.833271;34774.331456;11005.738962;DebtCon;Other;0.0922947033;0;0;202.49044482;3;19;42.420345308;0.1489163938;0.8510836062
0;16400;62786;79154;DebtCon;;7;;;;;;24.838940068;0.1061499579;0.8938500421
0;16400;21857;12627.586125;HomeImp;ProfExe;7;0;0;201.93333333;0;14;;0.1061499579;0.8938500421
0;13379.931077;71264;94726;DebtCon;Other;0.5489887188;0;0;177.2573424;1;31;35.034481355;0.0723300026;0.9276699974
0;16400;42767.934188;94116.445694;DebtCon;;13.574232905;0;0;182.99738116;0;17;40.850886838;0.1061499579;0.8938500421
0;6395.7950627;1661.9684716;124048;;;;;;;;;35.810769362;0.1061499579;0.8938500421
1;1265.4218983;54818;59243.687298;DebtCon;Office;1.2361443984;2;3;208.08886428;1;50;41.95642972;0.4935815774;0.5064184226
0;16400;21865.867189;164133;DebtCon;ProfExe;9.9958390985;0;0;238.4610031;0;27;22.206846015;0.0296273862;0.9703726138
0;16171.428057;73466;30917.36718;DebtCon;Other;4;0;0;198.82742376;3;19;41.523497409;0.1229531536;0.8770468464
0;16400;24614.621183;82022.155022;HomeImp;Other;;0;0;298.14655172;0;20;29.153372016;0.1061499579;0.8938500421
0;16400;42857.42121;41874.429698;DebtCon;ProfExe;8;0;2;358.05066023;;42;39.060627308;0.1061499579;0.8938500421
1;12297.436508;54649.709065;76854;DebtCon;Office;0.4958768075;0;0;172.2000922;0;25;31.819622172;0.0481910567;0.9518089433
1;12787.266587;3541.2837846;72500;DebtCon;Other;;0;1;127.3;1;39;;0.1061499579;0.8938500421
0;16400;81700;53658.169304;DebtCon;ProfExe;9.3738255693;0;0;155.26666667;3;19;;0.1061499579;0.8938500421
0;16400;62018;23742.614574;DebtCon;ProfExe;9;0;0;202.3225002;0;19;20.38046421;0.0172860982;0.9827139018
0;16400;;3605.0105382;DebtCon;Other;;;;338.11080678;;17;33.491836085;0.1061499579;0.8938500421
0;15716.266086;107669;51080.013985;DebtCon;Other;0;0;0;136.81211951;1;21;39.699961675;0.0914012878;0.9085987122
1;16400;47428;76483;DebtCon;ProfExe;0.5167369603;0;0;232.31554471;3;31;33.106835776;0.0641730803;0.9358269197
0;197.7596554;58664;29070.378937;DebtCon;Office;27;0;0;211.44110206;0;21;34.256364885;0.0406912105;0.9593087895
0;16400;28694.841436;86144;DebtCon;Office;2;0;0;126.17015231;1;20;23.698007625;0.0424545142;0.9575454858
0;16400;89858;105796;DebtCon;Office;29;;1;340.71167514;2;49;36.003915936;0.1061499579;0.8938500421
0;10006.878475;51881.640248;122281;DebtCon;ProfExe;0;0;0;123.13398762;0;30;34.936673908;0.0760152227;0.9239847773
0;11282.079032;41517.703864;85424;HomeImp;ProfExe;10;0;1;173.53321041;0;14;26.931994858;0.0735637402;0.9264362598
0;16400;63074.889054;116097;;;;;;;;;35.598950764;0.1061499579;0.8938500421
0;3762.3912924;89026.644479;121075.6377;DebtCon;ProfExe;4.4279764194;0;0;95.366348366;0;14;31.275182524;0.0636692767;0.9363307233
0;16400;29203.402019;100078;HomeImp;Office;;0;0;176.69874119;1;25;43.027470528;0.1061499579;0.8938500421
0;5972.9507477;40328.494531;72618;DebtCon;Other;6;0;0;101.49536566;2;15;41.457025199;0.1843017781;0.8156982219
0;6225.4923893;2115.9573987;112677;HomeImp;Office;2;;2;138.0960861;1;23;37.253333224;0.1061499579;0.8938500421
0;16500;47636;59586;DebtCon;Other;7.3294905607;0;0;284.06554203;0;21;29.969006333;0.0374168694;0.9625831306
