LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
16391.41669,17480,2045.09021,,Office,1,0,0,196.1319389,0,15,37.92365952
17700,64964,88856,DebtCon,Office,1.762632715,0,0,114.6676183,0,19,21.93300632
3643.918564,111612,128416,DebtCon,,14,0,0,169.7334875,0,17,39.77062845
17700,93302,92503.5181,DebtCon,Other,20,0,0,283.040946,0,16,25.2259102
17700,50886,3987.585725,HomeImp,Other,2,0,2,57.09065961,1,10,40.85911311
10151.45317,26122.64229,70007.10426,HomeImp,ProfExe,4.061017091,0,1,177.8548455,0,14,29.60717111
13940.54052,36253,57420,DebtCon,ProfExe,0.231545455,0,0,267.7835088,1,34,37.93457008
9121.330344,,18116.58088,DebtCon,Office,2.258383491,0,0,91.04574898,2,8,38.68550628
17700,107395,113274.6908,DebtCon,ProfExe,3.122830241,0,0,96.15756174,0,13,27.59227738
12905.64724,71399,20389.90397,HomeImp,ProfExe,7,0,0,83.59853183,0,16,33.62658567
15502.56266,25795.41239,136319,DebtCon,Office,0.314519733,,,110.7357286,3,16,32.22102484
17700,85150,113104,DebtCon,ProfExe,9.488501402,0,0,148.0652591,2,19,38.96287206
10167.49779,50538.39852,5654.738884,DebtCon,Office,1.471437511,0,0,28.01149175,5,10,41.46337333
17700,47064,57261.74433,DebtCon,ProfExe,3,0,0,244.5180644,3,32,30.40320383
17700,,30026.79266,DebtCon,Office,1,0,0,85.18341257,2,8,40.20948611
17700,56375,90435,DebtCon,Office,0,0,0,70.22587032,0,23,36.02327677
17700,29544.08397,97317,DebtCon,Mgr,1,0,0,82.39838379,0,17,25.32925087
17700,33941.52178,82839.37256,HomeImp,ProfExe,1.698520238,0,0,118.4559036,0,25,37.1605612
13589.26189,47625.73321,40465.85425,DebtCon,Other,1.620540259,0,0,303.8376508,3,15,40.24631208
7870.277547,38770,47203.56792,DebtCon,Other,17,0,0,282.9357846,0,21,27.97949547
17800,39686,67246,DebtCon,,5,0,0,114.183555,1,10,27.5758097
9892.92535,49610.63524,15336.48886,HomeImp,ProfExe,0.256405942,0,0,132.6098608,0,25,36.45908768
15832.06143,,80544.5312,,Other,,0,0,179.8493516,1,9,33.14225722
2053.522828,107736,6910.359923,DebtCon,Other,0.407197347,0,0,135.1232249,2,20,38.93711224
12861.46411,56956,34080.38323,DebtCon,Office,0,0,0,187.1833294,0,24,31.81747192
9706.992213,28110.08054,56391.48731,DebtCon,Office,29,0,0,208.466537,0,21,30.81324059
4157.561886,58942,91483,HomeImp,ProfExe,2.258231215,0,0,123.7366744,0,13,28.15595999
17800,58839.25632,67112.47809,DebtCon,Other,0,2,2,105.7679609,2,25,34.62992201
17800,100277,163702,,Other,,1,,256.8544712,,24,36.35403645
17800,51689,37258.70755,DebtCon,ProfExe,13.85902458,0,0,270.044991,0,19,27.46700181
17800,111648.4522,182280,DebtCon,Mgr,11.16357388,0,0,241.3753071,0,21,28.84644812
306.496775,13833.36753,171378,HomeImp,Mgr,3.70405686,0,0,86.7026248,2,21,31.35960953
7032.880137,8336.302103,173360,HomeImp,Mgr,6.141732752,0,0,78.8388988,2,21,30.06279232
16608.84731,6466.718018,49875.28372,HomeImp,Other,7.014739525,0,0,265.022103,0,22,26.48079237
17800,12855.67159,57622,HomeImp,Other,3.805622964,0,0,121.8797027,0,10,19.14211657
17800,3199.258018,12491.27805,DebtCon,ProfExe,18,0,0,268.715304,0,19,24.25197177
13280.74079,69306,94504,HomeImp,ProfExe,5.994070005,0,0,85.85082998,0,15,32.2942169
14204.0864,25997.37077,157665,DebtCon,ProfExe,17.52117268,0,0,238.1668986,0,27,20.07933438
17800,42711.44646,62644.65633,DebtCon,ProfExe,1.458018089,0,0,246.7969491,3,32,32.50901207
17900,70046,107540.9254,DebtCon,Self,1,1,2,138.0110083,0,16,38.2892023
8226.407045,534.877546,53214,DebtCon,ProfExe,0.568676311,0,0,259.963831,0,34,39.83150056
17900,62697,37470.76884,DebtCon,Office,3.932081511,0,0,113.0588969,0,19,24.07219136
17900,22620.77855,49501.66302,DebtCon,Office,1,0,0,162.3895619,3,19,29.96118901
17900,72323.69324,167384,,Other,,0,,250.4871084,,24,39.15632328
3509.17518,63559,40752.42442,HomeImp,ProfExe,5.608203025,0,3,176.8707685,0,13,26.18976709
13934.94467,66823,39768.68352,DebtCon,Mgr,0,0,0,89.43649279,0,18,27.71065729
17900,38233,63578,DebtCon,,2.972721019,1,0,79.1215828,2,9,26.5188307
17900,70444,95860,HomeImp,Office,6.583982047,,,95.68425477,0,11,38.14282274
2788.503747,58342.55748,135822,HomeImp,ProfExe,6,0,1,90.3,6,5,
9991.492825,102054,129476.6363,DebtCon,Office,5,,,125.858539,2,16,32.84743505
1080.447368,56273,101814.7976,HomeImp,Office,0.816662559,,2,123.0225636,1,23,39.49148711
6800.602007,49369.43965,52921.21605,HomeImp,Mgr,10,0,0,117.0897854,0,31,42.373233
11999.75345,14544.50041,68029,DebtCon,Mgr,26,1,0,279.0070806,1,17,36.07297543
17356.00724,110332,103143.0039,DebtCon,Other,0.754416085,0,1,288.6555842,1,47,41.9463752
17900,68779,98623,DebtCon,Mgr,1,0,0,83.86164124,0,17,26.40566665
8067.308474,,31953,HomeImp,Other,6.175961847,0,1,74.42930759,1,2,29.97560335
15894.8683,68000,98898,DebtCon,Office,10,0,0,206.9666667,2,13,
18000,49255,5490.438412,DebtCon,Other,8,0,0,122.0619672,3,49,30.03372238
7404.74978,31385.29002,85503,DebtCon,Other,0.946190525,0,0,307.2507013,2,15,41.43939067
15024.2841,49658.53154,111293.2049,DebtCon,Mgr,5,,,247.9728235,3,42,40.59168739
18000,24966.66848,14103.96714,DebtCon,Office,1,0,0,155.8847243,0,25,23.58566428
18000,65836,72516.7863,HomeImp,ProfExe,15.02097285,0,0,237.1016319,0,24,36.33819671
15339.95948,,20026.54432,DebtCon,Other,,,,340.460801,,17,30.57565003
18000,72152,3720.358367,HomeImp,ProfExe,3.531218023,0,0,84.63934821,0,16,32.88687523
890.3139452,88509,49731.55937,DebtCon,ProfExe,4,0,0,150.8023694,1,21,23.20094121
12857.01043,84824,36705.17481,DebtCon,Other,13.79427957,0,0,293.9804358,0,16,27.09752347
12751.30187,2898.282244,21518.48266,DebtCon,ProfExe,10.33182975,0,0,180.6,1,20,
18000,46865,61266,DebtCon,,4.086759896,0,0,102.5946739,2,9,26.35375338
18000,105000,172500,DebtCon,Office,5.25455964,0,0,219.1666667,4,24,
17095.73814,8766.934958,37055.82382,DebtCon,Other,0.13559843,,,312.5333333,,25,
16143.51928,6813.841954,5123.324585,DebtCon,Office,,0,0,250.5666667,0,22,
18000,88000,61238.02487,DebtCon,Mgr,14,0,0,179.5666667,2,26,
18000,91323.94935,134319.1183,HomeImp,ProfExe,13,0,0,202.9,0,22,
18000,94554,119000,HomeImp,Mgr,0.294681441,0,1,308.4666667,1,20,
2721.250035,87830.84757,120600,DebtCon,Office,9.104940125,0,0,272.9333333,3,17,
12896.55886,45000,9595.739097,DebtCon,ProfExe,10,0,0,190.8,1,42,
4187.199915,49119.9085,78000,DebtCon,,4,0,0,108.5333333,0,16,
7931.714249,43166.17458,136910.6738,HomeImp,ProfExe,14.40296413,0,0,129.8333333,1,11,
18000,8738.753891,1485.754112,HomeImp,Office,4.836921864,3,0,109.5666667,0,33,
8452.995972,4681.988312,10992.58386,DebtCon,Other,6.699307028,0,0,165.3333333,2,14,
4498.142044,71324.67127,140000,DebtCon,Other,2.564830143,2,0,150.1,3,20,
13510.2169,39005,60000,DebtCon,Other,10,2,0,112.6333333,5,5,
12275.09667,31425.28241,69000,DebtCon,Other,5.186962575,3,2,110.6333333,2,24,
18000,52301,22489.23004,DebtCon,Other,0.612967654,,1,290.2806482,0,9,37.16369797
11281.63987,6820.935493,114786,HomeImp,Office,2,,2,120.1541063,0,24,37.54773286
4797.369701,30221.68013,38482.0722,DebtCon,ProfExe,0,0,0,126.4264397,0,30,37.87741107
2867.825013,48724,45998.61229,DebtCon,Other,7,0,0,62.08860596,0,4,31.57029892
5279.719144,109378.4731,196860,DebtCon,Other,3.579078624,0,0,,2,16,30.77816684
2959.378345,90275,135792,DebtCon,Mgr,13,0,0,178.661764,1,26,33.33696079
17086.7092,49474.60366,89823,DebtCon,Other,0,2,1,121.7614658,1,26,34.02520751
18000,114000,3060.665078,DebtCon,Other,0.493656989,0,0,122.7333333,2,13,
18000,23693.46203,70486.8958,DebtCon,ProfExe,9,0,0,191.2820789,0,42,39.48302397
18000,54196,65978.37846,DebtCon,ProfExe,8.760363324,0,0,189.8742704,1,42,37.3521051
15605.89112,41814,62845,HomeImp,Other,0.211299033,0,0,244.8818599,0,14,23.53704523
18000,,19127.61378,,Other,,0,0,182.5978157,1,9,30.67551037
18000,14722.82168,176314,DebtCon,Office,0.295683889,0,0,218.0193861,3,23,40.15214366
14865.74522,77948.17026,104048,DebtCon,Other,0,0,0,154.4259959,0,18,33.67802577
4754.574084,144692,183630,DebtCon,Mgr,2.616962775,0,0,256.2054726,0,21,27.38411651
4061.361073,53524,102133,HomeImp,Other,0,0,3,52.94238739,1,9,40.61679727
329.3950486,46145,72200,DebtCon,ProfExe,2.578745775,0,0,178.1920777,0,42,40.57402248
18100,20969.23078,110407.6038,DebtCon,Mgr,6.261954581,7,2,136.5300202,10,41,33.27229752
18100,57864,49313.54618,DebtCon,ProfExe,19,0,0,247.545271,0,27,21.46927181
3164.733631,32226.18617,89941,DebtCon,Other,10,0,0,83.16781079,3,11,32.28540549
18100,38811.24108,86066,DebtCon,Other,0,0,0,293.3585868,2,15,43.6177143
6600.006108,89454,119019,DebtCon,Other,13,0,0,127.2461963,1,8,37.52527269
16847.86388,112832,172223.645,DebtCon,Office,2.836909608,0,0,230.0721311,3,23,40.29869891
18100,95322,70970.07934,HomeImp,Mgr,0.240779374,0,0,313.6033866,1,20,42.1192853
18100,22203,138057,DebtCon,Other,8,0,0,356.9090675,1,10,40.87438208
15980.19272,73356,86885,DebtCon,Other,10,0,0,73.74671053,3,12,31.57101889
13910.57152,1280.81941,7792.613093,HomeImp,Other,,0,0,249.4133616,0,50,43.72793048
13323.06178,27239,39723,DebtCon,Mgr,6.100580715,0,0,111.5322141,1,16,24.44945281
12048.51837,17218.13196,16255.40552,DebtCon,ProfExe,1.649965593,0,0,175.8953545,0,19,37.94552227
8849.401541,23541.22941,92419,DebtCon,ProfExe,7.341762632,0,0,164.9096132,1,20,29.01660998
18100,18611,94007.53083,HomeImp,Self,5,0,0,313.0379453,0,26,27.19915401
18200,50250,21546.59329,DebtCon,Mgr,9.963223031,2,0,75.06666667,3,28,
18096.50341,93702,158647,HomeImp,ProfExe,1.376701624,0,1,96.17779327,0,16,34.70993598
1604.623792,16386,90623.61362,HomeImp,Mgr,16.54928598,0,0,73.0072773,2,20,29.80460145
16387.81821,18923.649,1174.056358,DebtCon,Sales,0,3,0,102.4609862,2,19,38.34534078
16800.45079,6368.115051,7119.576064,DebtCon,Other,15.06459568,0,0,223.901918,2,41,35.99822541
2202.539245,14383.19298,56658,DebtCon,Other,15,0,0,126.0480098,1,18,36.92663479
955.2629663,49653,159076,DebtCon,ProfExe,20,0,0,231.5497227,0,27,20.41593161
18200,94727,136877,DebtCon,Mgr,15,0,0,168.9599682,2,26,36.05643747
18200,55406,2868.133451,DebtCon,Other,,0,0,122.7177095,0,39,33.6938313
18200,1139.278751,16582.29784,DebtCon,Other,,0,0,67,2,19,
18200,21241.30516,152503.664,DebtCon,Other,0.1,0,1,102.5,7,18,
18200,84379.47687,124195,DebtCon,Office,18.47785095,0,0,278.3074217,2,17,32.72169498
9808.311905,61690,23133.45334,HomeImp,ProfExe,5.562460975,0,2,157.409679,0,14,27.94667597
7991.960634,61554,37447.17964,DebtCon,Office,2,0,0,161.3526933,0,24,23.89655471
18200,4542.504229,30198,DebtCon,Other,,0,0,89.59983867,1,19,41.23052688
18200,53646,72359.5219,DebtCon,ProfExe,10.28240493,0,0,232.2971256,0,27,20.85606753
6075.357974,10430.04046,208782,DebtCon,Other,1.254064946,0,0,202.5343334,0,17,27.43664604
18200,62141,82105.83933,DebtCon,Office,0,0,0,69.41077665,0,22,35.35728725
6751.284891,65845.95393,35174.84915,DebtCon,Mgr,0,0,0,95.34376502,0,16,26.69266663
18200,31911.5657,113294,DebtCon,ProfExe,3.769802018,0,3,188.504617,0,36,78.65438605
18200,78077,105522,DebtCon,ProfExe,0,0,0,278.4430216,2,22,38.9396509
18200,63852,29398.35322,DebtCon,Other,0.672605034,0,0,181.9117699,0,31,33.20940925
11925.80374,35530.0291,62371,HomeImp,Other,8.257617701,0,0,268.1982607,0,13,24.74818104
12734.99511,9069.503209,59679.09373,DebtCon,Other,16,0,0,194.0542928,0,20,37.72576061
18300,11676.14754,65137.35356,DebtCon,Other,3.872586409,1,0,287.9746298,0,21,28.36288297
4028.932076,90337,103864,HomeImp,ProfExe,3,0,0,118.5345867,0,25,39.72048898
9220.253391,109437,114900,DebtCon,Other,0.750175985,0,0,138.1718508,1,20,38.33231689
2758.670958,5305.042143,5832.907987,,ProfExe,10,0,0,,1,15,24.59063319
18300,121001,210685,DebtCon,Other,2,0,0,192.9772854,0,16,26.86050033
18300,26982,10315.35503,DebtCon,ProfExe,0.357406817,0,0,183.6144149,1,19,36.29961798
18300,28783.33082,51449.08011,DebtCon,Other,0.760403163,0,0,324.614647,3,15,43.90230255
18300,109192,139384,DebtCon,ProfExe,0.849916354,0,0,122.8655758,0,14,29.3975931
18300,81135.62474,78964.45664,DebtCon,ProfExe,12,0,0,140.5158506,3,18,38.89923169
8042.231981,28871.7916,47920.03143,DebtCon,Other,2.553246127,0,0,110.5522774,0,18,40.00125599
16409.40381,35975,31488.82241,DebtCon,Office,10.73011465,0,2,118.6666667,1,22,
7726.80028,19279.11758,82506,DebtCon,ProfExe,2.66090444,3,1,171.4666667,2,64,
16995.51628,51448.74419,21925.96821,DebtCon,Mgr,0,0,0,86.68429575,0,17,25.24404629
5386.395697,49858.09668,62731.57865,HomeImp,ProfExe,2.460267773,0,0,109.3371059,0,16,36.21398749
18300,37000.79919,26881.8888,DebtCon,Mgr,0.3893899,0,0,85.8431617,0,17,27.63351648
1257.316788,53470.86164,40583.8531,HomeImp,ProfExe,0.534175287,0,0,77.52181884,0,15,32.00405609
10381.67231,3516.871691,93564,HomeImp,Other,13,0,1,274.4813985,0,23,30.26921818
18300,89455,54858.74373,DebtCon,ProfExe,13,,,148.7646605,,24,29.9624015
8990.912006,33848.98644,50915.54168,DebtCon,Office,0.663251956,0,0,154.1501136,0,25,22.85499927
18400,33905.70791,92960.91786,HomeImp,ProfExe,8,0,0,76.79470126,0,15,32.74121014
2675.588879,23206.43545,118748,DebtCon,ProfExe,7,0,0,153.849763,2,21,21.76282696
14480.51744,9302.943897,89276,DebtCon,Other,0,1,2,123.098552,2,26,36.35420324
18400,30233.40423,103749.4359,HomeImp,Other,0.95012516,0,0,376.7236428,3,31,47.83067113
3077.96286,53761.71197,122172,DebtCon,Office,5.151265516,0,0,280.0488336,2,16,33.36352866
18400,9813.405408,95729,HomeImp,ProfExe,23,0,0,237.2759487,0,23,38.41536702
3622.148131,48720.63237,96397,DebtCon,Office,0.681859549,0,0,80.15575717,0,23,35.42557919
18400,45499.87729,125249,DebtCon,Office,26,0,0,294.424118,2,16,33.48854738
18400,72718,78775.1738,DebtCon,Other,8,0,0,119.0578171,0,19,35.36412843
18400,33045.22402,38613.14424,DebtCon,Other,0.184122907,0,0,159.1692347,2,25,38.07976182
15900.50087,110580,67469.01867,DebtCon,ProfExe,6,0,0,93.43274991,0,13,29.11688772
8766.391727,94952,129177,DebtCon,ProfExe,2.567696081,,,140.4807035,,24,29.96750585
3652.784197,80782.64896,111626,DebtCon,ProfExe,9,0,0,163.8543934,3,17,37.07811779
16227.03457,6403.232448,56685.31979,DebtCon,Office,,0,0,239.8448526,0,21,38.6626294
18400,1273.25511,60418,HomeImp,Other,27,0,0,247.6495789,0,13,24.98029896
16006.81058,19667.00626,11829.38445,DebtCon,,6,1,0,109.9614065,1,10,27.91184544
18400,48970,53921.83371,DebtCon,ProfExe,20,0,0,178.015833,0,23,39.70798807
2053.882726,54639.02299,101745,DebtCon,ProfExe,0,0,0,279.3700507,1,20,38.75029966
17590.99456,43188,27518.82871,DebtCon,Other,,0,0,199.000576,6,25,41.00610329
13651.29609,35671.49755,95869,DebtCon,Other,1.025053316,0,0,172.7591234,1,31,35.18944727
18500,57174,91772,HomeImp,ProfExe,3.319627346,0,0,129.6632166,0,13,28.90447884
5856.274514,46555,69186,DebtCon,ProfExe,19,0,0,187.2301325,0,22,38.18814386
3109.122968,,34061.63472,,Other,,1,0,178.6456365,0,11,30.93141022
6372.707742,26389,85552,DebtCon,ProfExe,7,0,0,152.0406589,1,21,27.35620808
18500,14517,39615.68547,HomeImp,Other,1.065335477,0,0,272.0341025,0,22,27.47858304
7631.240288,20146.82357,115719,DebtCon,ProfExe,0,0,0,120.0902646,0,30,34.24344096
10681.86004,10934,66367,DebtCon,Sales,0.819922477,0,0,326.5673282,0,5,38.15167101
3945.416043,14111,48847.30277,DebtCon,Office,,0,0,246.9909305,0,22,39.61154172
5190.642348,65165,73528.84805,DebtCon,Office,2,0,0,160.7322651,0,25,25.37204765
9663.294831,65469.5637,106187,DebtCon,ProfExe,1.173611533,0,0,282.9006093,1,21,40.0388411
18500,2625.507677,37539,,Office,0.264739551,0,0,199.7237771,0,15,36.9827292
4078.160476,18129.33415,23662.00822,HomeImp,ProfExe,7.069907823,0,0,78.94907069,0,16,31.80824299
16840.10779,28332.26061,68000,DebtCon,Office,1.533656339,0,0,229.3,0,12,
18500,67290,86090.70359,DebtCon,Other,,2,1,237.1,2,14,
7852.034408,15138.68344,95000,DebtCon,Mgr,3.597149208,0,0,71,7,24,
7163.358071,33795.90663,43450.81433,DebtCon,ProfExe,10,0,0,175.3870489,1,42,37.77222165
3042.689707,99474,1254.842696,DebtCon,Office,9.802495082,0,0,287.0022563,3,16,30.99602763
16621.51795,38145,3541.816652,HomeImp,Other,25,0,0,241.8973574,0,14,23.87079226
9414.30274,90150,50824.82741,DebtCon,ProfExe,12,,,135.5729778,,25,33.46387238
3676.709945,60632.63231,6088.084908,DebtCon,Other,0,1,1,104.0404669,2,26,36.02592528
15918.02424,73473,105848,HomeImp,Mgr,5.519044386,0,4,186.7128357,1,14,27.64603658
18600,2691.230738,86327.74663,DebtCon,ProfExe,9,0,0,146.0698108,3,18,39.83431993
17518.67498,31764.59166,28569.58106,DebtCon,Other,8,0,0,86.55886014,3,15,43.50793855
18600,23850,61808,HomeImp,Other,0.384971028,0,0,46.94616405,0,8,40.8529275
8847.383006,53178.36855,89683,DebtCon,Other,0.251438529,0,0,316.3138584,2,16,43.75656604
5452.86535,44408.60489,86816,DebtCon,,4,0,0,103.5042953,0,16,40.95659824
18600,96993,134785,DebtCon,Mgr,14,0,0,173.897513,2,25,33.36326972
18600,23792,5097.820819,HomeImp,Other,,0,0,238.7898367,0,50,42.12712426
17089.38123,1395.07713,66944.40968,DebtCon,Office,,0,0,264.0171241,0,21,40.24690114
18600,98200,123662,DebtCon,Office,0,,3,241.6422316,0,29,41.05065735
18600,8126.073728,130917.0574,HomeImp,ProfExe,3.45457353,0,0,93.66217049,0,16,34.89273362
17195.12339,17786.53765,21471.80264,,Office,1.377021529,0,0,213.4505369,0,16,40.25003373
18600,38674,63641,HomeImp,Other,23,0,0,245.049372,0,13,25.18098984
18600,50167,96312,DebtCon,ProfExe,5,0,0,128.3394339,1,21,36.3773222
18600,22731.93425,59196,DebtCon,Other,6.403166308,0,0,279.8100665,0,21,29.77480684
18600,119741,212530,DebtCon,Other,4,1,0,202.2885776,0,17,27.07376116
11473.31457,17205.71567,69611,HomeImp,Office,0.077621702,0,0,130.2531337,0,17,33.69118802
16249.951,31015.91154,74109.0594,DebtCon,Mgr,0,1,0,89.18900547,0,23,53.84821989
18600,49385,70220,DebtCon,ProfExe,6,0,0,229.474919,2,32,30.73139653
18600,38072.02939,8000,DebtCon,Other,6,,,68,1,17,
3067.307948,132785,70999.80471,DebtCon,Mgr,,0,0,225.7275062,0,20,37.32857399
1835.409169,43438,69441,DebtCon,Office,0.201015141,0,0,229.2744494,0,11,35.80007142
18600,,38785.30555,,Other,,0,0,175.7879949,1,10,32.25091533
18600,,20700,DebtCon,ProfExe,5.697081283,0,0,104.5333333,1,19,
13551.63019,80970,101244,DebtCon,ProfExe,0,0,0,272.882599,2,20,39.80899322
15585.86455,8261.813183,172611,HomeImp,Mgr,25,0,0,73.44153854,2,21,29.0958828
9846.248799,13115.17823,30113.35247,DebtCon,ProfExe,2.164540752,0,0,199.8017542,0,21,36.99564584
18600,86851.5199,12563.28692,DebtCon,Office,0,,2,264.1531247,0,29,40.80574336
14865.42456,33502.10665,7047.393419,HomeImp,Other,25,0,0,236.9968365,0,13,23.62120308
7756.402361,58498,90135,DebtCon,Office,30,0,0,199.1092723,0,21,33.18223949
18700,65458,29840.63947,DebtCon,Other,0,1,2,97.14654403,2,25,33.6906879
1371.84384,39441,3409.485241,DebtCon,Other,11,0,4,132.8367575,0,13,27.69164816
11259.90741,51225.24926,30411.98606,DebtCon,Office,3.114833889,0,0,211.2433112,2,13,33.54985877
18700,11886,25697.19956,DebtCon,Sales,0,0,0,315.2604995,0,5,39.67583359
3758.334409,132.5923424,63933,HomeImp,Office,2.577166675,0,0,120.4180419,1,17,32.97759665
13271.75723,136790,57470.78193,DebtCon,Mgr,12,0,0,246.9544197,0,21,30.11861356
2793.445349,80473.11069,162566,,Other,,1,,252.2637988,,23,39.20903917
14126.66097,51733.37679,94035,,ProfExe,9,0,0,,0,14,25.78335659
6934.222958,85259.68027,112970.4375,DebtCon,ProfExe,1.439606695,0,0,105.4248876,0,14,30.55275232
18700,29761.70003,79011,DebtCon,Other,0.790495054,,1,290.8270296,1,10,35.13903436
14479.64467,68196,74407.61738,DebtCon,Other,0,2,1,112.9760412,1,26,34.41462163
3995.895297,72767.27002,109980,DebtCon,ProfExe,3.073602751,0,0,145.4859265,2,20,22.49623552
18700,70562,91223,DebtCon,Other,4.910379184,0,2,112.7103681,4,35,64.2724769
15594.28578,19536.21591,83151,HomeImp,ProfExe,9.439398748,0,2,157.9459818,0,14,29.3494858
6140.468092,17159.90482,94454,DebtCon,Office,0,0,0,160.711282,3,20,32.78419351
18700,51414.84229,26368.67016,DebtCon,Mgr,0,1,0,85.77380757,1,23,51.5173853
18700,1578.369351,71853,DebtCon,Other,2.335180277,0,0,98.45648444,3,15,41.38874759
18700,17906.05754,46667.38975,DebtCon,Office,0,0,0,64.45472528,0,22,35.08734865
14850.40999,44518.1557,114696,DebtCon,Other,11.34701017,0,0,301.9122949,0,17,24.41521969
18700,16067.91782,20257.71428,DebtCon,,14,0,0,190.9573245,0,17,40.74823463
15196.99584,39821,49931.7901,HomeImp,Other,26,0,0,243.868763,0,14,23.35928056
9146.660822,110098,72275.92069,DebtCon,Other,0,0,0,122.1698211,1,21,39.32231541
5629.346792,48952.18332,28753.68419,HomeImp,ProfExe,8,0,0,87.1337221,0,15,33.40589684
18800,6525.532179,99841,HomeImp,ProfExe,9.771309947,0,0,68.16857287,0,16,32.85379436
18800,7826.505397,65813.48689,HomeImp,ProfExe,2.290166176,0,0,135.9518082,1,11,47.59052865
4780.310966,166737,199303,DebtCon,ProfExe,9,0,0,270.8826875,1,38,25.53212879
16174.19914,39886.76467,14094.61406,DebtCon,Office,5.461617188,0,1,163.5920452,4,20,40.37537241
16843.95018,91024.32395,28406.18177,DebtCon,Mgr,1.573958794,0,0,204.4925859,1,19,37.86835539
4339.690273,98582,19093.76577,HomeImp,Mgr,1,0,0,307.5247903,1,20,39.39416893
1201.506005,2009.327631,65181,DebtCon,Sales,0,0,0,315.2308975,0,6,37.98355778
15472.63487,66562,49768.40478,DebtCon,Other,0,1,1,112.9032622,2,25,33.16227148
18800,63836,3914.511738,DebtCon,Other,6.113910164,2,1,110.5666667,2,33,
12497.24857,102120,97563.22932,,Other,,0,,274.1129261,,24,40.10502984
9562.154737,56727.40222,76342.92042,DebtCon,Office,24,0,0,276.7274249,2,16,32.29430401
18800,16116.33393,55373.73262,HomeImp,ProfExe,8,0,0,198.8763955,0,13,30.32992999
2671.746115,19232.87744,116683,DebtCon,ProfExe,1.990052588,0,0,141.841398,1,20,21.67927834
17502.82603,4358.470295,203737,HomeImp,ProfExe,10.40558529,0,0,206.2000368,0,21,36.27285836
18900,,49442,DebtCon,Office,2,0,0,76.571848,1,9,38.8759867
3567.974802,11299.0749,115165,DebtCon,Other,13,0,0,120.4621862,1,8,34.40037656
18900,63181.72422,104133,HomeImp,ProfExe,4,0,0,109.9887849,1,24,38.86401954
8193.161846,34583,5937.231693,DebtCon,Other,1.171060098,0,0,89.34062711,0,17,39.99018836
18900,91784,54552.10423,DebtCon,Other,21,0,0,280.1234728,0,16,25.67302186
1174.702551,60803.64555,89696.72266,DebtCon,ProfExe,5.552063141,0,0,142.466495,2,19,39.96618165
1863.139919,141662.7418,198790,DebtCon,Other,7,0,0,,1,15,29.47261446
18900,51075,41658.00361,DebtCon,Office,1.209559127,1,5,74.09119603,1,15,42.1982822
18740.99302,36985.24108,8825.38829,DebtCon,Office,8.996142872,0,2,134.2798423,0,22,40.42119971
1191.678497,14849.77983,40798,DebtCon,Office,6,2,0,167.4666667,2,16,
18900,68315,10085.96732,HomeImp,Mgr,9.106916245,0,0,161.3333333,0,28,
13935.07002,39538.64613,154545,DebtCon,Mgr,,0,0,216.6695154,0,18,36.9158782
18900,1587.818974,112776,DebtCon,ProfExe,16,0,0,251.5493924,0,19,25.7694999
12928.07926,33449.30547,79463.82506,DebtCon,Other,3.632776437,0,0,201.3023718,0,17,27.52750202
14065.45668,,48231.39511,DebtCon,,,,,,,,42.91960497
18900,100416,144597.8185,DebtCon,Mgr,0.894909858,0,0,216.0970496,1,18,38.46049988
18900,44605,13731.41493,DebtCon,ProfExe,9.36520888,0,0,189.0084559,0,23,38.57108327
18900,49717.83414,102438,DebtCon,Other,,2,1,222.6522749,2,13,43.5240978
18900,4123.669723,61732.01079,DebtCon,ProfExe,7.933532089,3,1,166.1793992,2,64,40.43670481
3613.538935,78441.27688,102986.483,HomeImp,Mgr,0,0,0,319.2508159,0,19,42.72323221
17850.88081,35232.56069,6452.586141,DebtCon,ProfExe,16,0,0,257.5237966,0,19,27.79232371
17681.26351,103130,45463.94141,DebtCon,Other,7,0,0,292.7517427,1,19,30.68168891
18900,31221.59681,87837,DebtCon,Other,2,0,0,309.005458,3,15,42.16835848
18900,82537,47915.10216,DebtCon,Mgr,16,0,0,233.8485347,5,30,39.06489297
16027.45011,52157,157459,DebtCon,ProfExe,19,0,0,248.7235332,0,28,21.92019846
12782.62069,62356,55233.36089,DebtCon,Office,0,0,0,60.29414318,0,23,34.8169595
3110.713473,2547.357721,11587.0169,DebtCon,Other,,0,0,60.32825275,1,18,42.35846148
12879.94811,41889.00285,974.8678976,DebtCon,Other,0.321893541,,1,301.4036915,1,10,38.25309688
593.7337915,83306.84644,38402.25198,DebtCon,ProfExe,10,0,0,276.7633406,0,38,24.4756899
19000,40409.7602,168187,DebtCon,Office,2.544226868,0,0,140.6893429,0,20,24.78815021
12106.79733,167104,164246.2556,DebtCon,ProfExe,9,0,0,256.6483436,0,38,23.66867849
18729.16959,22236,20142.40132,HomeImp,Self,2.251507139,0,0,296.0801937,0,27,27.64001806
4361.247504,19819.92507,91541.01919,HomeImp,ProfExe,0.476269957,0,0,93.15954491,0,16,33.51848053
19000,37374.26127,67266.61802,DebtCon,ProfExe,7,0,0,91.37193169,0,13,31.44261162
19000,2664.885437,86250,DebtCon,Office,2.53888622,,,175.5,,16,
